Project Title: Opinions on AI models
Question text: What are your first thoughts or feelings when you think about AI companions? What excites or worries you about them?

My ex is whack
Ai helps a lot
Cool
they dont excite me.its very weird
I love the help
I’m scared of AI companies that offer free services
The only way you will ever get to know the person in your country will
Unknown
I love that they have great knowledge of all the internet information.
I don’t trust artificial intelligence.
not worried at alll
Having and stuff. I love computer work and graphics.
AI both interests and terrifies me. Used the right way it can be a great tool to do research or small tasks. However AI can also be used to destroy things such as cyber security systems and become too much of a crutch for people.
They are not good for this world
i don't think i would like them because i don't know where the information comes from.
ITS GOOD
I don't have any thoughts because I don't use AI
Al not goof
I dont like them. I just feel like it makes people lazy
I love how cool and unique it is and everything it does
Nothing it’s a really excites me
"Worries me that it takes so much energy to run AI, or how theyre taking people's jobs. They don't do anything a simple google search or another person couldnt do without taking nearly as much resources."
I think they're going to destroy us
It's new technology
It is a helpful tool but people are increasingly lazy and it might push us further into laziness and reliance on AI in the future.
they help me with homework
Privacy issues and correct information
I'm most excited by the potential for AI companions to provide support and companionship to those who need it most.
"AI is great, if used correctly. I like what AI could do in healthcare, but worry about miss-use"
I don’t like it
They are horrible for the people and will be taking over real life people's jobs and tanking the economy
None
"The advancement in learning abilities excites me, the thing that worries me is the end of many factory jobs for human workers."
"I think AI are great tools for school and work because they are sufficient and convenient to work with.  However, us human are becoming dependent on them because AI can be reliable."
Not sure
it can be too intrusive
Do not care for them
"I’m excited for what AI is bringing to the world. It’s a whole era of Ways to learn, Creative thinking and open up the world of technology to a whole different level"
"It makes my happy to think i can talk to someone who will listen a d give good info ask,  I worry we will lose desires for human companionship"
I think there is a place for AI- such as being helpful in medical knowledge and incite.  It does to some extent excite me to see the future of computers. It does worry me that what are the effects to our world.
Not interested in using
I don't like AI much and I worry that use will become too excessive and people will stop thinking for themselves.
Weird creepy
Very different
Not speaking to a human
Nothing don't think of thrm
They are a helpful tool
I would never want one. Can't trust AI. Still a lot of kinks to work out.
they have a lot of useful knowledge to share
I think it is pretty neat and I use it.
Excited
I think the tech is very interesting but I also worry that in the wrong hands it can lead to destruction
I am anti AI I dont believe any good will come of it beyond short term convenience at the long term cost of environmental damage and destroying the job market for creatives
"To much knowledge given to the AI is dangerous, the way the world is headed AI will take over before 2026"
I think they can be very good for society.
These AI companions make me think of Siri.You can talk to them and get an answer even though they are not real
Na
AI worries me because its bad for the environment
Not familiar with this
I don’t really like them they look fake to me
"AI companions will definitely continue to lower people’s ability to socialize with other human beings, that will ultimately lead to a huge disconnect within the human race."
AI “companions” are just clingy calculators with daddy issues—hard pass
I do not think we should seek companionship in things that are not human. I think that we have no idea the consequences of that.
I would say that it allows a personal relationship with a person!  It can get too personal!
It is innovative and very convenient
Companies that will improve the use of technology
"Excited for their support and personalization, but worried anout privacy and dependence"
I find it very convenient and helpful. I am amazed by all we can learn.
"Ai companions are all over the place,  I think it will take over jobs and people will loose employment and struggle more"
I am very worried about AI.  I think it is not safe or secure.
They get things done faster but they know too much
I feel AI is too powerful and will be used for bad things more than good things.
I worry that there will be misinformation programmed in some AI models
I like them and I think they'll help out alot
Great
I don't have any worries about them. I don't know how I feel about them yet.
I’m not really sure tbh honestly
i think it is ridiculous and i will not participate in that sort of nonsense
"It worries me that they will take over the world, but it also excites me because they can do things that humans can’t"
Don’t trust
The only way I could go
Company's are getting really great at creating robts
I don't like the ai companions. They don't excite me. I think they will get rid of people's jobs.
The only way I could
I just don’t always trust the trail and error of technology sometimes
Loss of human jobs
